name,county,acres,long,lat,year,date_end,date_start,days
Lake Fire,Los Angeles,31089,-118.452,34.679,2020,9/28/2020,8/12/2020,47.00
Apple Fire,Riverside,33424,-116.9617,33.99139,2020,11/18/2020,7/31/2020,110.00
Loyalton Fire,Sierra,47029,-120.143473,39.702438,2020,8/26/2020,8/14/2020,12.00
River Fire,Monterey,48088,-121.62161,36.60239,2020,09/04/2020,8/16/2020,19.00
Zogg Fire,"Shasta, Tehama",56338,-122.56656,40.53927,2020,10/13/2020,9/27/2020,16.00
Glass Fire,"Napa, Sonoma",67484,-122.49745,38.56295,2020,10/20/2020,9/27/2020,23.00
July Complex,"Siskiyou, Modoc",83261,-121.477,41.699,2020,8/20/2020,7/24/2020,27.00
CZU Lightning Complex (Including Warnella Fire),"Santa Cruz, San Mateo",86509,-122.22275,37.17162,2020,9/22/2020,8/16/2020,37.00
LNU Lightning Complex,"Napa, Solano, Lake, Sonoma, Yolo",363220,-122.14864,38.48193,2020,10/2/2020,8/17/2020,46.00
Creek Fire,"Fresno, Madera",379895,-119.261175,37.19147,2020,12/24/2020,9/4/2020,111.00
SCU Lightning Complex,"Santa Clara, San Joaquin, Contra Costa, Alameda, Stanislaus",396624,-121.30435,37.439437,2020,10/1/2020,8/16/2020,46.00
August Complex (includes Doe Fire),"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa",1032648,-122.673,39.776,2020,11/11/2020,8/16/2020,87.00
